block_id,gain_per_block,n_products,product_cumsum
430,13288.800000000001,10,1422
2056,13265.4,3,1425
366,13198.949999999999,10,1435
428,13180.600000000002,9,1444
1005,13106.63,4,1448
355,13061.0,10,1458
2110,12988.849999999999,4,1462
1331,12947.35,10,1472
1188,12792.0,10,1482
110,12687.3,10,1492
867,12675.199999999999,7,1499
63,12656.45,7,1506
2515,12649.8,5,1511
2510,12617.149999999998,9,1520
1390,12578.849999999999,3,1523
1109,12567.19,10,1533
341,12536.35,8,1541
753,12529.05,3,1544
1671,12512.75,7,1551
714,12448.100000000002,7,1558
1940,12440.150000000001,9,1567
1521,12429.150000000001,8,1575
2555,12419.949999999999,8,1583
6,12391.82,8,1591
2680,12387.35,8,1599
562,12373.65,6,1605
716,12364.9,8,1613
1950,12316.9,10,1623
1954,12252.349999999999,8,1631
1409,12228.050000000003,7,1638
1546,12212.949999999999,6,1644
904,12174.099999999999,9,1653
2548,12166.8,5,1658
2745,12156.45,9,1667
2035,12116.3,9,1676
4,12108.609999999999,10,1686
82,12069.899999999998,10,1696
290,12054.25,10,1706
1845,12022.750000000002,3,1709
1148,12012.060000000001,4,1713
173,12006.699999999999,10,1723
2269,12004.250000000002,8,1731
1858,11990.550000000001,7,1738
2276,11979.4,8,1746
2390,11867.75,7,1753
1794,11867.71,10,1763
2068,11837.949999999999,3,1766
1070,11772.0,9,1775
1,11767.9,7,1782
1221,11763.85,9,1791
932,11751.0,9,1800
1000,11750.0,5,1805
962,11736.8,10,1815
2632,11689.45,9,1824
507,11646.399999999998,5,1829
741,11625.6,2,1831
231,11560.650000000001,3,1834
2208,11556.85,5,1839
1318,11552.100000000002,10,1849
1352,11513.699999999999,8,1857
1691,11500.15,10,1867
369,11493.98,10,1877
913,11461.150000000001,4,1881
806,11454.300000000001,6,1887
490,11446.800000000001,7,1894
790,11440.199999999999,6,1900
1765,11372.210000000001,9,1909
677,11362.449999999999,7,1916
2699,11313.150000000001,10,1926
933,11301.3,9,1935
2290,11300.6,10,1945
1427,11292.000000000002,10,1955
504,11248.349999999999,8,1963
2439,11214.949999999997,8,1971
2303,11211.6,10,1981
424,11135.6,5,1986
1695,11102.6,4,1990
1888,11078.05,8,1998
1069,11076.65,4,2002
1479,11076.6,9,2011
2316,11074.95,10,2021
995,11069.8,4,2025
362,11063.999999999998,8,2033
1678,11055.6,8,2041
2176,11054.699999999999,10,2051
344,11038.999999999998,8,2059
1905,11033.7,5,2064
569,11022.449999999999,10,2074
2137,10963.45,8,2082
1361,10962.700000000003,8,2090
2347,10962.55,9,2099
2610,10931.9,10,2109
2506,10928.650000000001,10,2119
2571,10925.25,10,2129
1471,10902.949999999999,8,2137
2608,10900.65,8,2145
294,10880.75,7,2152
2312,10850.75,8,2160
27,10832.1,8,2168
144,10813.3,2,2170
105,10807.550000000001,7,2177
1273,10788.85,8,2185
261,10779.3,8,2193
1083,10770.800000000001,9,2202
1247,10752.699999999999,9,2211
1166,10748.2,5,2216
532,10740.570000000002,8,2224
1874,10727.0,9,2233
1875,10691.7,3,2236
25,10682.59,8,2244
2604,10665.25,6,2250
963,10625.000000000002,8,2258
2582,10615.25,8,2266
374,10604.7,5,2271
2354,10585.7,7,2278
1425,10489.35,7,2285
1652,10483.65,5,2290
1918,10475.400000000001,10,2300
2387,10474.599999999999,10,2310
938,10461.500000000002,7,2317
2159,10453.3,5,2322
501,10442.8,10,2332
165,10434.5,2,2334
0,10396.449999999999,7,2341
1577,10396.32,8,2349
1709,10392.95,9,2358
520,10371.699999999999,8,2366
9,10352.5,6,2372
1958,10347.25,4,2376
919,10345.22,10,2386
872,10342.800000000001,9,2395
2133,10333.050000000001,8,2403
1971,10324.65,9,2412
478,10299.55,10,2422
1280,10272.149999999998,10,2432
1847,10270.45,7,2439
2746,10269.150000000001,10,2449
1522,10260.050000000001,9,2458
417,10248.099999999999,7,2465
1735,10233.949999999999,10,2475
2575,10227.949999999999,5,2480
1719,10174.6,7,2487
1854,10165.650000000001,6,2493
66,10143.6,8,2501
1251,10123.25,5,2506
1080,10107.25,4,2510
1041,10106.7,8,2518
1822,10102.750000000002,8,2526
581,10094.05,9,2535
1248,10080.0,9,2544
436,10065.05,6,2550
2319,10052.9,10,2560
2252,10020.85,9,2569
822,10018.8,9,2578
2374,10016.25,10,2588
1353,9987.3,6,2594
302,9986.35,9,2603
2673,9985.4,3,2606
1631,9969.949999999999,7,2613
2525,9969.35,9,2622
477,9968.85,9,2631
1474,9968.800000000001,7,2638
293,9957.1,6,2644
847,9954.3,7,2651
1237,9946.3,4,2655
2094,9922.299999999997,9,2664
358,9879.04,7,2671
984,9872.299999999997,10,2681
1268,9870.699999999999,9,2690
937,9829.650000000001,4,2694
2600,9824.05,7,2701
2058,9783.099999999999,8,2709
2771,9771.15,7,2716
1489,9766.599999999999,7,2723
1601,9724.33,10,2733
554,9722.85,10,2743
2676,9695.9,7,2750
1973,9663.3,9,2759
2764,9661.0,4,2763
1103,9650.300000000001,8,2771
24,9639.749999999998,8,2779
661,9631.2,5,2784
2748,9569.1,7,2791
982,9560.8,7,2798
1738,9557.8,7,2805
1292,9512.15,8,2813
2189,9505.3,5,2818
1007,9484.850000000002,6,2824
1054,9479.63,10,2834
1784,9470.7,8,2842
814,9441.350000000002,8,2850
2320,9430.15,5,2855
2616,9418.88,5,2860
1750,9407.15,8,2868
1303,9396.050000000001,9,2877
519,9374.349999999999,3,2880
1207,9370.9,3,2883
162,9363.25,9,2892
1575,9355.810000000001,10,2902
584,9349.95,6,2908
1408,9345.9,8,2916
2364,9342.15,7,2923
1509,9340.400000000001,10,2933
2595,9328.45,9,2942
730,9327.990000000002,9,2951
192,9316.85,7,2958
2705,9293.25,8,2966
535,9286.949999999999,8,2974
1593,9275.25,5,2979
2621,9271.55,9,2988
2628,9266.0,7,2995
1187,9239.019999999999,9,3004
30,9202.2,5,3009
1840,9195.43,9,3018
1410,9189.2,9,3027
1887,9184.8,6,3033
1756,9179.859999999999,6,3039
669,9156.050000000001,6,3045
1729,9153.95,7,3052
2394,9150.849999999999,7,3059
1100,9115.4,6,3065
1469,9050.4,9,3074
2268,9018.699999999999,10,3084
1880,9013.35,7,3091
2611,9007.65,10,3101
1967,9005.25,5,3106
2331,9001.55,7,3113
799,8992.5,2,3115
1356,8989.85,9,3124
1666,8989.050000000001,10,3134
1277,8977.2,10,3144
431,8957.7,7,3151
1771,8935.15,8,3159
935,8932.7,3,3162
2533,8907.9,10,3172
145,8899.050000000001,10,3182
2188,8897.5,9,3191
1932,8892.8,9,3200
453,8891.7,9,3209
2522,8875.749999999998,9,3218
956,8874.05,9,3227
419,8846.849999999999,9,3236
1882,8841.699999999999,4,3240
728,8837.150000000001,5,3245
885,8832.75,10,3255
1724,8832.650000000001,9,3264
959,8813.75,8,3272
2005,8801.550000000001,6,3278
572,8788.75,10,3288
2391,8779.3,4,3292
1186,8774.7,10,3302
617,8766.699999999999,5,3307
328,8762.8,10,3317
123,8742.7,9,3326
482,8735.3,6,3332
582,8729.699999999999,4,3336
658,8728.7,10,3346
1625,8716.0,9,3355
1492,8715.95,9,3364
2527,8708.02,9,3373
1830,8697.5,10,3383
1685,8683.599999999999,8,3391
897,8677.750000000002,3,3394
1728,8673.45,10,3404
2206,8667.3,4,3408
576,8658.3,2,3410
91,8648.75,10,3420
2183,8614.35,9,3429
2077,8600.550000000001,9,3438
1214,8593.0,5,3443
226,8588.9,7,3450
2341,8578.45,10,3460
1404,8543.16,8,3468
2246,8539.75,7,3475
467,8524.600000000002,8,3483
813,8497.95,10,3493
993,8489.0,5,3498
1524,8487.500000000002,8,3506
119,8483.95,9,3515
1218,8482.8,10,3525
2511,8482.399999999998,9,3534
185,8472.4,7,3541
1389,8446.1,7,3548
444,8423.0,10,3558
2615,8404.099999999999,7,3565
384,8395.199999999999,7,3572
17,8386.75,7,3579
74,8365.9,7,3586
2180,8355.9,4,3590
755,8355.65,5,3595
2196,8352.35,7,3602
2102,8346.2,9,3611
2557,8338.550000000001,3,3614
1422,8325.750000000002,8,3622
2452,8306.05,8,3630
1444,8301.56,10,3640
39,8294.650000000001,8,3648
1903,8270.5,8,3656
671,8256.75,10,3666
248,8251.65,10,3676
311,8232.050000000001,4,3680
1473,8227.15,6,3686
1048,8224.25,7,3693
1036,8223.25,1,3694
544,8223.15,3,3697
44,8200.740000000002,5,3702
1561,8189.25,5,3707
786,8187.650000000001,9,3716
2598,8182.6,4,3720
2026,8163.249999999999,7,3727
1314,8157.65,7,3734
1177,8148.2,8,3742
2359,8146.4,1,3743
1636,8145.049999999999,7,3750
118,8139.400000000001,3,3753
1856,8138.0,8,3761
1369,8111.15,7,3768
2019,8089.8,9,3777
1893,8078.15,3,3780
1125,8061.75,3,3783
1863,8056.900000000001,10,3793
2665,8048.250000000001,10,3803
194,8041.25,10,3813
2649,8030.15,6,3819
590,8012.099999999999,3,3822
408,8007.65,7,3829
2503,7983.500000000001,4,3833
2695,7981.1,8,3841
1437,7977.5,8,3849
612,7964.3499999999985,8,3857
616,7956.299999999999,6,3863
1539,7954.75,10,3873
380,7950.35,7,3880
2,7938.0,7,3887
1714,7931.0,10,3897
36,7926.45,9,3906
2456,7924.85,5,3911
1759,7912.349999999999,10,3921
2157,7910.1,2,3923
129,7907.099999999999,7,3930
60,7898.749999999998,9,3939
784,7889.65,6,3945
239,7888.099999999999,5,3950
32,7876.85,7,3957
1487,7870.539999999999,9,3966
2300,7855.25,10,3976
2667,7842.9,6,3982
1710,7840.3,10,3992
708,7835.839999999999,10,4002
1737,7821.459999999999,7,4009
410,7816.55,9,4018
2115,7814.3,10,4028
242,7814.299999999999,8,4036
1507,7812.200000000001,10,4046
1527,7812.099999999999,9,4055
2543,7739.25,9,4064
992,7737.49,7,4071
1718,7729.05,4,4075
952,7721.3,6,4081
1935,7712.300000000001,10,4091
927,7702.9,4,4095
111,7701.899999999999,5,4100
766,7687.849999999999,6,4106
84,7687.5,8,4114
42,7667.1500000000015,6,4120
2008,7664.3,5,4125
1683,7663.15,10,4135
473,7645.6,4,4139
1043,7637.2,8,4147
2009,7632.6,10,4157
950,7630.349999999999,4,4161
2660,7626.100000000001,7,4168
1917,7619.05,9,4177
1347,7607.6,10,4187
1697,7604.35,9,4196
1813,7592.3,8,4204
432,7572.45,8,4212
23,7564.25,9,4221
580,7527.599999999999,5,4226
2193,7507.450000000001,6,4232
433,7485.400000000001,5,4237
1447,7477.6,1,4238
2753,7448.400000000001,9,4247
1050,7446.389999999999,9,4256
2015,7431.2,5,4261
2661,7430.099999999999,8,4269
457,7381.599999999999,9,4278
1761,7380.949999999999,3,4281
299,7370.999999999999,10,4291
1198,7352.65,9,4300
1981,7346.249999999999,6,4306
966,7336.749999999999,8,4314
2187,7333.0,10,4324
115,7332.35,8,4332
1803,7325.91,2,4334
2038,7318.6,7,4341
978,7316.950000000001,10,4351
756,7297.8,8,4359
1179,7297.65,4,4363
983,7278.150000000001,10,4373
631,7276.15,7,4380
570,7268.170000000001,8,4388
2082,7266.950000000001,9,4397
1686,7265.2,10,4407
2046,7250.6,5,4412
1744,7241.41,6,4418
1309,7240.349999999999,10,4428
2377,7219.75,7,4435
2033,7216.55,7,4442
533,7210.8,6,4448
2398,7197.3,2,4450
2278,7189.63,7,4457
1732,7189.4,7,4464
702,7188.25,5,4469
459,7184.75,8,4477
2722,7153.35,9,4486
1223,7150.6,3,4489
1994,7141.45,10,4499
426,7118.45,4,4503
637,7117.7,9,4512
1255,7114.9,8,4520
792,7105.450000000001,10,4530
655,7104.200000000001,7,4537
1582,7103.4,8,4545
1511,7102.95,5,4550
1797,7091.249999999999,7,4557
151,7079.75,9,4566
1834,7039.22,10,4576
1526,7022.7,2,4578
1810,7018.0,9,4587
16,7008.299999999999,6,4593
2482,7008.049999999999,10,4603
736,7002.65,9,4612
2117,6996.250000000001,10,4622
1275,6991.099999999999,8,4630
1884,6984.149999999999,8,4638
711,6965.749999999999,8,4646
313,6960.879999999999,8,4654
1370,6957.0,3,4657
2310,6952.7,5,4662
77,6945.849999999999,5,4667
1749,6945.799999999999,6,4673
371,6945.6,8,4681
1586,6943.499999999999,9,4690
1338,6919.950000000001,9,4699
1261,6918.339999999999,10,4709
1579,6858.9,6,4715
489,6837.1,5,4720
1153,6830.55,6,4726
296,6822.719999999999,6,4732
2318,6822.599999999999,4,4736
638,6820.849999999999,6,4742
1989,6816.449999999999,7,4749
2155,6813.349999999999,9,4758
2039,6801.8,9,4767
393,6798.9,2,4769
1266,6786.699999999999,8,4777
841,6770.1,10,4787
848,6753.9,9,4796
1192,6753.050000000001,8,4804
83,6748.9,7,4811
2420,6745.549999999999,10,4821
2305,6736.95,5,4826
2065,6727.3,4,4830
2032,6726.05,8,4838
260,6718.249999999999,9,4847
1513,6707.349999999999,10,4857
2078,6699.75,6,4863
1731,6697.45,10,4873
1391,6683.199999999999,10,4883
1836,6680.200000000001,5,4888
1717,6675.45,10,4898
1668,6671.9,5,4903
1804,6671.099999999999,9,4912
8,6656.3,1,4913
1344,6655.249999999999,9,4922
1180,6643.2,1,4923
1132,6634.750000000001,10,4933
411,6627.75,4,4937
2136,6626.249999999999,7,4944
2334,6617.049999999999,9,4953
1712,6602.45,7,4960
1939,6601.879999999999,10,4970
1467,6599.499999999999,5,4975
2743,6591.950000000001,10,4985
390,6573.56,3,4988
191,6572.76,6,4994
2302,6569.299999999999,7,5001
757,6566.9,7,5008
1250,6563.629999999999,4,5012
1051,6558.450000000001,10,5022
2130,6536.75,3,5025
1754,6508.799999999999,10,5035
1079,6473.4,5,5040
705,6469.75,10,5050
2523,6469.15,10,5060
1946,6445.349999999999,2,5062
174,6429.349999999999,8,5070
2335,6410.67,2,5072
2396,6404.199999999999,10,5082
2131,6403.45,7,5089
2148,6375.549999999999,8,5097
186,6368.75,4,5101
2514,6364.4,7,5108
267,6357.82,8,5116
2733,6357.4,8,5124
2282,6346.05,6,5130
1560,6343.099999999999,10,5140
2059,6339.889999999999,10,5150
350,6338.95,4,5154
56,6338.849999999999,6,5160
831,6337.8,4,5164
830,6312.299999999999,2,5166
568,6310.199999999999,3,5169
875,6307.599999999998,8,5177
1980,6295.5,2,5179
770,6290.9,3,5182
2405,6289.099999999999,10,5192
2592,6281.049999999999,10,5202
1059,6278.1,8,5210
968,6259.9,9,5219
309,6255.6,6,5225
1127,6250.8,6,5231
1205,6225.85,8,5239
627,6223.85,9,5248
2235,6218.25,2,5250
1256,6208.8,7,5257
1929,6207.099999999999,8,5265
2066,6202.45,5,5270
2583,6201.249999999999,10,5280
1235,6193.7,10,5290
1460,6188.099999999999,8,5298
2261,6183.05,9,5307
798,6172.91,6,5313
2118,6172.0999999999985,7,5320
2708,6169.45,9,5329
595,6164.9,10,5339
1189,6141.150000000001,4,5343
2281,6139.55,9,5352
802,6138.450000000001,4,5356
2760,6134.74,9,5365
379,6114.349999999999,7,5372
1442,6113.349999999999,6,5378
1558,6111.050000000001,8,5386
190,6098.9,10,5396
2481,6090.349999999999,5,5401
1002,6078.45,7,5408
2389,6077.05,8,5416
2400,6073.299999999999,8,5424
2758,6066.599999999999,2,5426
1783,6057.650000000001,9,5435
893,6049.9,2,5437
2120,6039.95,9,5446
2106,6035.050000000001,8,5454
1458,6024.150000000001,6,5460
1815,6013.45,8,5468
1768,5999.35,6,5474
1629,5996.55,10,5484
2556,5985.0,4,5488
1477,5970.249999999999,10,5498
2339,5969.54,10,5508
1892,5967.86,6,5514
2444,5960.05,2,5516
1270,5950.65,6,5522
2763,5945.5,5,5527
2224,5936.849999999999,7,5534
1116,5923.15,10,5544
2070,5915.46,8,5552
1378,5907.0,8,5560
1099,5897.650000000001,8,5568
1614,5890.910000000001,9,5577
491,5887.75,3,5580
2594,5884.8,4,5584
1578,5881.349999999999,5,5589
14,5877.9,4,5593
1157,5873.049999999999,7,5600
276,5869.15,7,5607
338,5864.7,9,5616
632,5861.7,7,5623
991,5846.149999999999,7,5630
1600,5831.2699999999995,10,5640
347,5830.299999999999,9,5649
1965,5829.349999999999,9,5658
1573,5826.629999999999,9,5667
497,5821.05,6,5673
1468,5802.849999999999,9,5682
1514,5797.629999999999,9,5691
2601,5793.299999999999,8,5699
1423,5786.600000000001,6,5705
223,5772.2,4,5709
1258,5772.199999999999,6,5715
1217,5757.099999999999,4,5719
1870,5745.599999999999,2,5721
2304,5744.25,3,5724
969,5738.610000000001,8,5732
1538,5724.8099999999995,3,5735
2739,5723.650000000001,3,5738
928,5721.55,5,5743
2122,5719.0,6,5749
2340,5714.6,10,5759
1591,5713.200000000001,5,5764
1534,5711.150000000001,10,5774
2464,5705.049999999999,8,5782
1790,5699.789999999999,7,5789
2108,5692.6,4,5793
399,5671.85,4,5797
2697,5670.9,6,5803
2701,5666.05,9,5812
2273,5648.550000000001,10,5822
19,5637.549999999999,9,5831
777,5636.549999999999,6,5837
246,5632.599999999999,8,5845
1730,5631.0199999999995,7,5852
2590,5629.85,5,5857
1902,5614.45,9,5866
2519,5611.700000000001,5,5871
1222,5608.3499999999985,9,5880
853,5604.6,5,5885
1619,5602.799999999999,5,5890
2088,5591.2,9,5899
1547,5589.099999999999,10,5909
292,5583.900000000001,7,5916
2370,5582.4,9,5925
943,5574.0,3,5928
253,5573.0,8,5936
69,5570.9,5,5941
2382,5570.7,4,5945
2756,5547.349999999999,6,5951
2541,5546.7,3,5954
1108,5533.450000000001,8,5962
2236,5533.400000000001,4,5966
2321,5527.25,5,5971
1227,5520.75,7,5978
1293,5512.55,9,5987
474,5497.25,1,5988
1653,5492.500000000001,6,5994
1562,5490.049999999999,7,6001
1182,5481.7,4,6005
1319,5474.500000000001,4,6009
1808,5454.2,10,6019
1017,5442.5599999999995,6,6025
2772,5440.55,4,6029
1032,5425.65,10,6039
809,5422.949999999999,8,6047
594,5403.99,8,6055
2061,5402.2,6,6061
965,5399.2,6,6067
828,5388.700000000001,4,6071
2289,5388.049999999998,10,6081
643,5384.95,8,6089
2134,5377.3,9,6098
681,5357.839999999999,4,6102
139,5356.950000000001,10,6112
405,5351.25,5,6117
1421,5345.650000000001,3,6120
2365,5344.4400000000005,9,6129
447,5340.900000000001,7,6136
263,5339.05,7,6143
1308,5332.550000000001,4,6147
397,5332.110000000001,8,6155
2489,5331.4,5,6160
1164,5325.85,8,6168
26,5324.4,4,6172
774,5320.3,5,6177
2538,5293.7,6,6183
1988,5282.25,6,6189
683,5271.2,4,6193
2178,5268.2,9,6202
1434,5258.3,7,6209
2754,5247.349999999999,8,6217
657,5244.950000000001,6,6223
823,5243.37,8,6231
2184,5238.800000000001,8,6239
1094,5236.25,5,6244
2014,5231.6,8,6252
1736,5227.750000000001,4,6256
277,5226.2,5,6261
642,5221.049999999999,9,6270
1520,5216.94,3,6273
249,5212.55,5,6278
2691,5208.849999999999,6,6284
2773,5205.349999999999,9,6293
1661,5204.9800000000005,9,6302
878,5197.89,7,6309
680,5191.299999999999,4,6313
2257,5191.25,10,6323
1413,5184.849999999999,10,6333
1071,5183.25,6,6339
2636,5182.8,9,6348
1357,5174.700000000001,8,6356
2759,5131.65,6,6362
649,5130.650000000001,10,6372
1053,5124.12,6,6378
2717,5120.6,6,6384
1646,5111.9,6,6390
2518,5110.45,7,6397
1791,5094.9,6,6403
2284,5079.25,6,6409
640,5078.8099999999995,9,6418
2362,5076.4,2,6420
1228,5075.4,9,6429
1490,5074.4,7,6436
871,5070.950000000001,5,6441
1800,5062.950000000001,5,6446
1194,5059.75,3,6449
2762,5059.75,6,6455
2429,5049.75,6,6461
1149,5049.6,9,6470
2181,5048.999999999999,4,6474
585,5035.5,2,6476
2569,5025.69,4,6480
1699,5020.65,6,6486
148,5018.700000000001,8,6494
2263,5018.650000000001,5,6499
858,5015.999999999999,6,6505
1746,5013.849999999999,9,6514
2678,5011.2,10,6524
664,5007.5,7,6531
2029,5004.3,3,6534
2419,4988.800000000001,9,6543
2013,4978.799999999999,7,6550
268,4971.389999999999,9,6559
1623,4970.349999999999,4,6563
1453,4970.15,8,6571
1456,4960.5,4,6575
892,4959.0,5,6580
1897,4956.26,3,6583
1948,4955.0,10,6593
2500,4951.299999999999,5,6598
1508,4945.45,3,6601
2210,4945.05,3,6604
1626,4923.0,3,6607
2314,4913.299999999999,7,6614
1155,4913.150000000001,10,6624
1583,4912.95,9,6633
198,4909.55,10,6643
970,4907.649999999999,7,6650
1062,4906.4,7,6657
652,4900.3,6,6663
815,4893.23,6,6669
2749,4892.2,6,6675
217,4890.9,5,6680
403,4888.95,5,6685
103,4874.449999999999,9,6694
322,4872.950000000001,7,6701
2498,4870.7,2,6703
752,4862.8,7,6710
2084,4856.45,4,6714
1078,4856.33,5,6719
1432,4840.1,7,6726
2432,4837.050000000001,9,6735
38,4834.5,5,6740
1648,4820.049999999999,3,6743
1635,4809.060000000001,8,6751
810,4807.299999999999,9,6760
2006,4794.049999999999,6,6766
2656,4790.5,9,6775
1927,4789.95,4,6779
2253,4778.150000000001,7,6786
167,4774.7,1,6787
1209,4762.05,1,6788
169,4758.4,9,6797
1894,4753.05,5,6802
778,4747.9,3,6805
2606,4739.2,4,6809
619,4709.2,7,6816
2483,4706.05,4,6820
849,4703.11,10,6830
310,4697.25,10,6840
2114,4679.14,8,6848
357,4676.75,9,6857
2072,4657.15,3,6860
2215,4655.1,7,6867
2668,4645.610000000001,9,6876
117,4644.259999999999,8,6884
2544,4637.500000000001,8,6892
656,4628.759999999999,10,6902
811,4624.85,5,6907
1983,4621.2,4,6911
2607,4602.949999999999,5,6916
2674,4597.099999999999,4,6920
765,4595.85,7,6927
1383,4595.1,8,6935
1763,4594.4,5,6940
146,4591.099999999999,9,6949
845,4590.37,9,6958
496,4580.419999999999,9,6967
1604,4575.099999999999,2,6969
626,4569.6900000000005,9,6978
761,4569.499999999999,9,6987
2736,4563.75,5,6992
2630,4562.55,9,7001
2367,4561.95,5,7006
456,4560.400000000001,6,7012
2299,4556.549999999999,4,7016
2327,4554.7,8,7024
168,4549.05,4,7028
510,4545.600000000001,9,7037
2597,4528.9,9,7046
1128,4527.249999999999,7,7053
2623,4525.0,10,7063
2297,4524.45,5,7068
131,4517.749999999999,8,7076
2614,4517.3,10,7086
1617,4515.3,3,7089
1135,4515.3,3,7092
2618,4511.999999999999,4,7096
2495,4510.8,8,7104
1516,4505.1,8,7112
1264,4500.299999999999,5,7117
975,4495.65,7,7124
147,4492.25,4,7128
2558,4479.45,7,7135
1481,4477.0,10,7145
1942,4474.7,10,7155
2147,4465.9,8,7163
724,4462.950000000001,9,7172
794,4450.7,5,7177
240,4448.349999999999,7,7184
2301,4447.65,2,7186
854,4440.090000000001,9,7195
1926,4431.15,6,7201
2449,4424.849999999999,6,7207
150,4420.099999999999,4,7211
1072,4414.450000000001,9,7220
1912,4411.299999999999,8,7228
484,4410.65,7,7235
163,4403.749999999999,6,7241
996,4399.750000000001,6,7247
2517,4384.95,7,7254
2045,4383.8,6,7260
