block_id,gain_per_block_pd,n_products,gain_per_block_pw,mean_gain_per_block,product_cumsum
65,0.2090928180013952,5,0.42526931602152934,0.31718106701146226,1843
1954,0.30371710028697263,8,0.32760031336647033,0.3156587068267215,1851
1858,0.3104387230497245,7,0.3206003695157525,0.3155195462827385,1858
2316,0.3335681498490624,10,0.29611928246564867,0.3148437161573555,1868
424,0.3316692970632128,5,0.2977409272118138,0.3147051121375133,1873
569,0.3334588698552038,10,0.29471555041002345,0.31408721013261365,1883
1710,0.4176333656206045,10,0.20963200829939865,0.31363268696000157,1893
453,0.38756691706235524,9,0.23774408226671978,0.31265549966453754,1902
962,0.3109038403789576,10,0.3138156645802306,0.3123597524795941,1912
6,0.2933070519463804,8,0.3313294278388141,0.3123182398925972,1920
2347,0.33104838800719794,9,0.2931139589789386,0.3120811734930683,1929
2194,0.267022504002041,6,0.3556027625446854,0.3113126332733632,1935
137,0.2448955630967781,8,0.37523094734534207,0.3100632552210601,1943
2005,0.3835976148060845,6,0.23533367379406048,0.3094656443000725,1949
490,0.3121614634487771,7,0.3060617160824913,0.3091115897656342,1956
302,0.35116584142208473,9,0.2670125640703417,0.3090892027462132,1965
2616,0.3662365460296816,5,0.2518396911254722,0.3090381185775769,1970
344,0.32288625623449113,8,0.29515806022946334,0.3090221582319772,1978
1577,0.33890616144990143,8,0.2779742408483354,0.3084402011491184,1986
2578,0.258842309420432,5,0.35723242861688276,0.3080373690186574,1991
1469,0.37366306990984394,9,0.241987363737724,0.30782521682378394,2000
2548,0.2890139738405369,5,0.3253128985596372,0.307163436200087,2005
173,0.2928184529655744,10,0.3210321842338163,0.30692531859969535,2015
2276,0.29175726294256693,8,0.3203022435648912,0.30602975325372905,2023
1835,0.2545763255279418,8,0.35743322914522074,0.30600477733658127,2031
1750,0.3602153086821147,8,0.2515260572776154,0.3058706829798651,2039
714,0.27804533313464225,7,0.3328342286024444,0.3054397808685433,2046
1104,0.20858480150101927,3,0.40173608233089037,0.3051604419159548,2049
1880,0.3685860658976424,7,0.24099672997275423,0.3047913979351983,2056
1318,0.3001564690821156,10,0.30887720151977394,0.30451683530094475,2066
1385,0.21816486377255295,3,0.3908203944888142,0.3044926291306836,2069
1522,0.3326921036173031,9,0.27433068718700115,0.3035113954021521,2078
2303,0.306322660471123,10,0.2997729964732903,0.3030478284722067,2088
982,0.34996240677897206,7,0.2556343130937452,0.3027983599363586,2095
822,0.3366794686824759,9,0.2678802041694852,0.30227983642598055,2104
1248,0.3324189036326565,9,0.26951655468004265,0.3009677291563496,2113
1606,0.19197740342606312,10,0.4079264070074304,0.29995190521674675,2123
1939,0.42265798748698913,10,0.17651943968363887,0.299588713585314,2133
2595,0.348336753977769,9,0.2494217960818496,0.29887927502980927,2142
1331,0.2514117214082667,10,0.3461830520076042,0.29879738670793543,2152
1771,0.35796874682489666,8,0.23890583765370862,0.29843729223930265,2160
1109,0.26010986703514777,10,0.33601842765967116,0.2980641473474095,2170
867,0.25534264019562003,7,0.33890637240877747,0.2971245063021988,2177
1509,0.3440671575234985,10,0.24974131223546334,0.2969042348794809,2187
261,0.3053359795348373,8,0.2882142656609706,0.29677512259790395,2195
358,0.3289860668007828,7,0.26414333574864374,0.29656470127471324,2202
2068,0.27497917132348454,3,0.31652018834073525,0.29574967983210987,2205
1471,0.29964393687951413,8,0.29152038887388604,0.2955821628767001,2213
1575,0.3402834506286984,10,0.25015334101598113,0.2952183958223398,2223
2137,0.2966838940706571,8,0.2931380229570351,0.2949109585138461,2231
1678,0.29245042323419085,8,0.29560190693657534,0.2940261650853831,2239
478,0.31229919236665676,10,0.27538682844790013,0.29384301040727845,2249
1479,0.2912921456133338,9,0.29616339975882544,0.29372777268607964,2258
1390,0.25060341070989084,3,0.3363301898647872,0.293466800287339,2261
795,0.21980857938265821,5,0.36699705617334616,0.2934028177780022,2266
671,0.36581026373958825,10,0.22076694571968672,0.29328860472963747,2276
105,0.29507178837613074,7,0.28896960719566417,0.29202069778589745,2283
477,0.31546018392455144,9,0.2665446533851333,0.29100241865484233,2292
1973,0.3235925120625694,9,0.25837493282139445,0.2909837224419819,2301
511,0.2053199487919366,7,0.3761547367267107,0.2907373427593236,2308
115,0.38481911225809956,8,0.19605056643930663,0.29043483934870307,2316
39,0.35877479967215975,8,0.22178030657508097,0.29027755312362036,2324
728,0.3429856468404759,5,0.2362855378165416,0.2896355923285088,2329
1427,0.2768170621292889,10,0.301922711849905,0.289369886989597,2339
91,0.34732072097701716,10,0.23124814506835506,0.28928443302268614,2349
2269,0.25578517901372533,8,0.32096667673788715,0.28837592787580624,2357
581,0.3056001481150328,9,0.2698922201158814,0.28774618411545705,2366
2417,0.19671076249889916,8,0.3778044561139884,0.2872576093064438,2374
2510,0.23630895531486848,9,0.3373542458215575,0.286831600568213,2383
1000,0.25928259038742446,5,0.31416860292564497,0.28672559665653474,2388
2680,0.24051081623575563,8,0.33120991008093514,0.2858603631583454,2396
2600,0.30886725867522824,7,0.2626730266869517,0.28577014268108997,2403
963,0.2867312863655143,8,0.2840886303051045,0.2854099583353094,2411
1903,0.3496666282831975,8,0.22113458982949333,0.2854006090563454,2419
369,0.262782711182459,10,0.30732320328981316,0.2850529572361361,2429
1214,0.3398201395803556,5,0.22975751531404826,0.2847888274472019,2434
1148,0.2476682042632744,4,0.32117549859225725,0.2844218514277658,2438
2265,0.4618998913973614,8,0.10649647195343352,0.28419818167539745,2446
1882,0.32920372364805506,4,0.23640719459469572,0.2828054591213754,2450
2319,0.29670195687955936,10,0.2687919615618056,0.2827469592206825,2460
185,0.3383683413148369,7,0.22653294224912632,0.2824506417819816,2467
2571,0.27170754506106337,10,0.2921166407756087,0.2819120929183361,2477
507,0.2517887825441013,5,0.31139857166921114,0.2815936771066562,2482
950,0.3591428294035433,4,0.20401841696456974,0.2815806231840565,2486
806,0.25679895416336435,6,0.30626224923329487,0.2815306016983296,2492
1593,0.31468348314175454,5,0.24799934759881603,0.2813414153702853,2497
1834,0.37445286622909507,10,0.1882129287732986,0.28133289750119683,2507
1918,0.2812379346081159,10,0.2800886623904086,0.28066329849926225,2517
2133,0.284922747624176,8,0.2762825431881562,0.2806026454061661,2525
1888,0.26339187941268755,8,0.2962021695013141,0.27979702445700083,2533
192,0.31016326521396503,7,0.24911163814194004,0.2796374516779525,2540
2511,0.3304861830801151,9,0.22680031978353107,0.2786432514318231,2549
2094,0.2906102745772736,9,0.2653000109624788,0.2779551427698762,2558
520,0.27604939275094303,8,0.2773159573586308,0.27668267505478694,2566
2208,0.24419788710292853,5,0.30900420584861615,0.2766010464757723,2571
2374,0.28527271454665715,10,0.26781202289821204,0.2765423687224346,2581
2582,0.2680046692361012,8,0.2838279372090598,0.27591630322258054,2589
677,0.24772690839220665,7,0.3038063865797868,0.2757666474859967,2596
1444,0.3294484747086805,10,0.22196506445135464,0.27570676958001755,2606
1280,0.27641742248232654,10,0.2746542140036309,0.2755358182429787,2616
2,0.3383006057814533,7,0.2122442868105336,0.27527244629599346,2623
2632,0.23589576856122932,9,0.3125496319548239,0.2742227002580266,2632
2533,0.31005488836055156,10,0.23817723387245554,0.27411606111650355,2642
2387,0.2666680213773342,10,0.28006727218765626,0.27336764678249525,2652
1830,0.3136539030343259,10,0.23255161054857848,0.2731027567914522,2662
231,0.23664763298178576,3,0.30910580931168996,0.2728767211467379,2665
1729,0.30088349714043133,7,0.2447560581064858,0.27281977762345855,2672
2008,0.34057200400091203,5,0.2049261636938741,0.27274908384739305,2677
1255,0.35313468759243055,8,0.19023644195367415,0.27168556477305233,2685
741,0.2320212960516956,2,0.3108424263976492,0.2714318612246724,2687
2033,0.3493979440007765,7,0.192954334590899,0.2711761392958377,2694
1221,0.22613056249844754,9,0.3145389208107956,0.27033474165462157,2703
467,0.31183859073964926,8,0.22792865297871948,0.26988362185918435,2711
294,0.24857586041061266,7,0.29092681074750737,0.26975133557906,2718
995,0.24350246896019168,4,0.29598158303543015,0.26974202599781094,2722
786,0.31970945971880704,9,0.21891936695694955,0.2693144133378783,2731
1105,0.1732291109259672,5,0.36531257770659586,0.26927084431628157,2736
2354,0.254308544385966,7,0.2830378365948936,0.2686731904904298,2743
1902,0.3870972840308964,9,0.1501177798039053,0.26860753191740083,2752
9,0.2596686829277102,6,0.27680259249257355,0.2682356377101419,2758
411,0.35904574180569365,4,0.17721114536514412,0.2681284435854189,2762
2489,0.39333346880440023,5,0.14254965869257732,0.26794156374848876,2767
959,0.29990358975748405,8,0.2356598743860343,0.26778173207175915,2775
366,0.18248630048837308,10,0.35291027077322906,0.26769828563080106,2785
1631,0.2688016906789131,7,0.2665740649139178,0.26768787779641545,2792
1237,0.2690161865346274,4,0.2659417170450504,0.2674789517898389,2796
290,0.21255636160840266,10,0.32230356440991115,0.2674299630091569,2806
1048,0.3135884253520553,7,0.2198979687328711,0.2667431970424632,2813
1971,0.2563090004718907,9,0.27605794605925615,0.26618347326557346,2822
1005,0.18053416241626183,4,0.3504418413756039,0.26548800189593286,2826
1054,0.2771164531868437,10,0.2534640096469814,0.26529023141691255,2836
1874,0.24364019787807134,9,0.28681588115603346,0.2652280395170524,2845
1905,0.2352409917385226,5,0.29501635013622884,0.2651286709373757,2850
1361,0.2358054545167181,8,0.29311796964195486,0.2644617120793365,2858
1738,0.27301032515313856,7,0.25555409983342375,0.26428221249328115,2865
562,0.19747617402613232,6,0.33084360285880055,0.2641598884424664,2871
2159,0.24837265381046225,5,0.279497758039374,0.26393520592491815,2876
384,0.3032881085755441,7,0.22446878768352121,0.26387844812953265,2883
2704,0.41043217528149745,2,0.1155338326163159,0.26298300394890667,2885
1845,0.20443938685795174,3,0.32146132517653603,0.26295035601724387,2888
1875,0.23971831049516917,3,0.28587203845958453,0.2627951744773769,2891
938,0.24552776140835703,7,0.279717007617586,0.2626223845129715,2898
2592,0.35656887913497193,10,0.16794116624732952,0.26225502269115075,2908
410,0.31477605503737854,9,0.20899698665518723,0.2618865208462829,2917
417,0.24964156613584568,7,0.2740111710333874,0.26182636858461655,2924
1489,0.26191976048715376,7,0.2611369427517961,0.26152835161947496,2931
1582,0.3328727317063256,8,0.18992895778910862,0.2614008447477171,2939
66,0.2510798172946878,8,0.27121707579885723,0.2611484465467725,2947
1425,0.24085626745601124,7,0.28046165405090334,0.2606589607534573,2954
1666,0.2809286090056648,10,0.24034700256415056,0.2606378057849077,2964
585,0.3865599154660542,2,0.13463795744953916,0.2605989364577967,2966
1080,0.2501879661051389,4,0.27024515846129576,0.2602165622832173,2970
1728,0.28815147471545416,10,0.23190856757833495,0.26003002114689455,2980
444,0.29482794045595023,10,0.2252120972291666,0.26002001884255843,2990
1356,0.2789845991975595,9,0.24036839276690294,0.25967649598223125,2999
2439,0.21938636122456798,8,0.2998625679473158,0.2596244645859419,3007
432,0.3167245805477094,8,0.20247030104036595,0.2595974407940377,3015
1652,0.23710146105545493,5,0.28030924885629255,0.25870535495587377,3020
2733,0.3459163375848668,8,0.16998259372251023,0.2579494656536885,3028
2056,0.16050160420321555,3,0.354686994489349,0.25759429934628225,3031
1187,0.2671652001923687,9,0.24703063879166745,0.2570979194920181,3040
1709,0.23595447269016176,9,0.277884134619241,0.2569193036547014,3049
2753,0.3134800484986418,9,0.19915348272607442,0.2563167656123581,3058
1041,0.2421003434191541,8,0.2702304526969035,0.2561653980580288,3066
1546,0.18503993009692948,6,0.32654684588091537,0.2557933879889224,3072
504,0.21070943939814712,8,0.30075560891222797,0.25573252415518755,3080
2364,0.261461416711259,7,0.24978810330398415,0.2556247600076216,3087
501,0.23199194398722947,10,0.2792170116282489,0.2556044778077392,3097
1474,0.24397210199165026,7,0.2665433164974612,0.2552577092445557,3104
1695,0.2134301499890493,4,0.2968585813482779,0.2551443656686636,3108
705,0.33702266205161874,10,0.1729865803215482,0.25500462118658346,3118
1561,0.28832758710225115,5,0.21896214736245428,0.2536448672323527,3123
2621,0.2585239524135299,9,0.24790041791108625,0.25321218516230803,3132
1854,0.23408045626655277,6,0.2718066432622198,0.25294354976438627,3138
1408,0.25521845838441715,8,0.24988836987938595,0.2525534141319016,3146
