block_id,gain_per_block,n_products,product_cumsum
2362,13196.05,2,3350
1492,13169.8,9,3359
2347,13160.45,9,3368
30,13136.15,5,3373
444,13105.250000000002,10,3383
1973,13081.4,9,3392
2120,13047.300000000001,9,3401
841,12954.850000000002,10,3411
453,12943.5,9,3420
637,12920.550000000001,9,3429
1103,12884.25,8,3437
2519,12832.7,5,3442
82,12813.25,10,3452
118,12783.250000000002,3,3455
1338,12770.699999999997,9,3464
2039,12718.65,9,3473
1275,12707.899999999998,8,3481
661,12690.2,5,3486
1409,12671.600000000002,7,3493
2600,12648.849999999999,7,3500
1399,12648.550000000001,5,3505
2511,12615.999999999998,9,3514
1164,12593.55,8,3522
231,12577.85,3,3525
1749,12558.0,6,3531
18,12552.1,5,3536
1222,12539.75,9,3545
248,12525.25,10,3555
2639,12494.88,6,3561
1059,12447.799999999997,8,3569
2269,12447.4,8,3577
1073,12443.900000000001,10,3587
1051,12434.9,10,3597
2746,12428.699999999999,10,3607
465,12415.05,6,3613
790,12400.65,6,3619
344,12374.35,8,3627
1710,12347.4,10,3637
42,12342.900000000001,6,3643
2498,12337.3,2,3645
2615,12327.6,7,3652
2130,12242.6,3,3655
2152,12219.35,5,3660
2548,12217.8,5,3665
409,12183.910000000003,9,3674
1065,12168.399999999998,9,3683
1940,12165.2,9,3692
872,12127.65,9,3701
26,12117.6,4,3705
1783,12111.55,9,3714
2758,12079.9,2,3716
265,12078.6,3,3719
426,12064.7,4,3723
982,12046.25,7,3730
1280,12019.199999999999,10,3740
621,11969.099999999999,2,3742
2760,11968.189999999999,9,3751
860,11931.0,3,3754
1514,11908.9,9,3763
2339,11873.6,10,3773
1058,11868.6,2,3775
2289,11863.95,10,3785
1344,11839.199999999997,9,3794
838,11787.75,7,3801
1247,11782.56,9,3810
83,11760.4,7,3817
2276,11756.449999999997,8,3825
2094,11739.9,9,3834
769,11729.55,2,3836
627,11695.95,9,3845
1188,11686.35,10,3855
878,11683.55,7,3862
1405,11653.699999999999,9,3871
2727,11642.68,6,3877
1854,11631.300000000001,6,3883
1829,11600.250000000002,9,3892
2610,11591.400000000001,10,3902
2518,11586.049999999997,7,3909
470,11575.35,6,3915
2097,11555.599999999999,7,3922
430,11537.7,10,3932
2616,11524.71,5,3937
1950,11512.85,10,3947
2114,11422.26,8,3955
728,11413.8,5,3960
371,11406.05,8,3968
1428,11381.8,7,3975
1074,11306.05,8,3983
2006,11304.9,6,3989
1590,11291.15,2,3991
2443,11284.050000000001,6,3997
1938,11262.5,4,4001
1218,11254.599999999999,10,4011
741,11236.35,2,4013
670,11217.4,4,4017
2607,11192.55,5,4022
1005,11171.880000000001,4,4026
2525,11118.75,9,4035
1490,11090.45,7,4042
1959,11082.339999999998,2,4044
2209,11029.550000000001,7,4051
2304,10999.35,3,4054
1207,10992.849999999999,3,4057
1434,10992.6,7,4064
2320,10989.15,5,4069
1538,10969.18,3,4072
2710,10958.7,10,4082
792,10952.85,10,4092
1797,10946.85,7,4099
2558,10938.15,7,4106
354,10925.7,4,4110
103,10908.899999999998,9,4119
496,10908.29,9,4128
2261,10906.1,9,4137
1765,10899.300000000001,9,4146
632,10880.5,7,4153
313,10876.570000000002,8,4161
2364,10842.349999999999,7,4168
1706,10799.699999999999,10,4178
1468,10742.999999999998,9,4187
2445,10742.55,8,4195
1408,10677.5,8,4203
399,10675.349999999999,4,4207
1763,10620.65,5,4212
2621,10579.300000000001,9,4221
968,10574.449999999999,9,4230
1830,10573.9,10,4240
1836,10572.250000000002,5,4245
2176,10565.9,10,4255
2733,10558.0,8,4263
1194,10536.849999999999,3,4266
194,10534.449999999999,10,4276
2772,10523.35,4,4280
2196,10515.65,7,4287
1803,10503.859999999999,2,4289
173,10498.350000000002,10,4299
2181,10488.4,4,4303
198,10482.300000000001,10,4313
2300,10475.65,10,4323
1157,10471.6,7,4330
1351,10465.399999999996,10,4340
2160,10461.999999999998,6,4346
1593,10433.2,5,4351
1421,10427.8,3,4354
2367,10407.5,5,4359
1724,10400.149999999998,9,4368
355,10396.199999999999,10,4378
616,10392.099999999999,6,4384
77,10359.099999999999,5,4389
1356,10342.9,9,4398
1946,10311.449999999999,2,4400
2526,10309.4,10,4410
431,10306.050000000001,7,4417
2632,10259.150000000001,9,4426
581,10258.650000000001,9,4435
1493,10254.65,10,4445
1709,10254.0,9,4454
177,10242.650000000001,5,4459
2579,10236.850000000002,3,4462
2078,10223.399999999998,6,4468
2179,10222.0,4,4472
1579,10212.75,6,4478
2263,10178.15,5,4483
2390,10174.75,7,4490
1214,10160.199999999999,5,4495
1135,10146.449999999999,3,4498
227,10133.6,9,4507
39,10104.600000000002,8,4515
865,10086.73,8,4523
2327,10086.099999999999,8,4531
568,10048.6,3,4534
576,10034.85,2,4536
2444,10033.25,2,4538
1437,10014.05,8,4546
2,9994.800000000001,7,4553
2522,9994.800000000001,9,4562
404,9987.5,6,4568
2701,9986.4,9,4577
1050,9985.439999999999,9,4586
643,9979.95,8,4594
1378,9958.199999999999,8,4602
795,9943.55,5,4607
1134,9918.8,3,4610
1732,9915.750000000002,7,4617
752,9914.5,7,4624
123,9861.300000000001,9,4633
1784,9859.899999999998,8,4641
1810,9853.4,9,4650
2614,9842.0,10,4660
2442,9836.050000000001,4,4664
2500,9817.2,5,4669
276,9811.35,7,4676
2618,9805.599999999999,4,4680
1631,9804.550000000001,7,4687
868,9770.460000000001,10,4697
2680,9760.799999999997,8,4705
348,9752.439999999999,7,4712
1036,9725.449999999999,1,4713
268,9702.16,9,4722
932,9690.899999999998,9,4731
685,9672.9,5,4736
1768,9665.2,6,4742
824,9657.05,4,4746
2224,9654.650000000001,7,4753
1105,9653.2,5,4758
1578,9604.15,5,4763
1002,9602.25,7,4770
834,9589.199999999999,8,4778
1775,9587.500000000002,9,4787
186,9574.7,4,4791
1652,9571.65,5,4796
1835,9552.699999999999,8,4804
2506,9528.800000000001,10,4814
1513,9517.25,10,4824
669,9497.41,6,4830
2284,9497.15,6,4836
1362,9488.67,9,4845
2009,9481.8,10,4855
2667,9475.649999999998,6,4861
782,9473.9,5,4866
2430,9461.199999999999,5,4871
1347,9456.65,10,4881
2298,9451.8,8,4889
598,9429.85,9,4898
1125,9427.95,3,4901
2405,9415.449999999999,10,4911
617,9388.349999999999,5,4916
192,9367.9,7,4923
1840,9350.929999999998,9,4932
223,9340.3,4,4936
2183,9333.449999999999,9,4945
649,9333.2,10,4955
2331,9293.199999999999,7,4962
477,9279.150000000003,9,4971
273,9278.65,7,4978
433,9270.1,5,4983
2067,9244.35,5,4988
927,9233.2,4,4992
2171,9233.15,4,4996
1062,9230.75,7,5003
1507,9227.300000000001,10,5013
310,9209.500000000002,10,5023
1686,9202.0,10,5033
1714,9176.55,10,5043
2325,9175.8,3,5046
1945,9137.35,7,5053
1725,9123.589999999998,9,5062
2598,9120.85,4,5066
2604,9117.15,6,5072
756,9115.0,8,5080
1471,9090.25,8,5088
2593,9086.550000000001,7,5095
1583,9073.3,9,5104
520,9071.75,8,5112
309,9064.050000000001,6,5118
1780,9048.999999999998,5,5123
366,9027.699999999999,10,5133
1699,9017.800000000001,6,5139
952,9007.35,6,5145
2678,9003.5,10,5155
1887,8991.2,6,5161
740,8991.0,3,5164
1210,8977.449999999999,10,5174
239,8976.000000000002,5,5179
2441,8969.5,5,5184
658,8940.500000000002,10,5194
595,8935.600000000002,10,5204
1661,8918.94,9,5213
1149,8902.1,9,5222
1458,8901.85,6,5228
43,8898.449999999999,9,5237
848,8894.65,9,5246
1128,8866.15,7,5253
1703,8863.9,9,5262
2440,8842.95,4,5266
2099,8836.75,5,5271
1712,8831.1,7,5278
1024,8829.95,3,5281
1682,8812.920000000002,8,5289
1525,8796.8,5,5294
158,8788.9,3,5297
2377,8780.150000000001,7,5304
2059,8779.969999999998,10,5314
318,8771.099999999999,4,5318
625,8740.550000000001,4,5322
777,8730.400000000001,6,5328
1132,8709.5,10,5338
2128,8693.750000000002,6,5344
799,8692.75,2,5346
1729,8687.55,7,5353
1148,8683.38,4,5357
2122,8673.35,6,5363
687,8670.9,8,5371
582,8661.4,4,5375
620,8630.85,5,5380
1314,8623.1,7,5387
2061,8621.2,6,5393
299,8618.0,10,5403
261,8614.750000000002,8,5411
145,8578.45,10,5421
178,8569.25,9,5430
2728,8560.300000000001,10,5440
1357,8542.8,8,5448
246,8529.75,8,5456
1527,8512.090000000002,9,5465
1266,8493.35,8,5473
2539,8491.949999999999,9,5482
1965,8488.85,9,5491
2624,8485.65,6,5497
2319,8465.3,10,5507
8,8455.300000000001,1,5508
469,8438.7,5,5513
801,8424.3,3,5516
2184,8422.300000000003,8,5524
1093,8418.9,4,5528
1155,8414.55,10,5538
1061,8414.5,6,5544
185,8404.850000000002,7,5551
1377,8403.25,9,5560
2117,8379.45,10,5570
970,8376.0,7,5577
2533,8362.35,10,5587
784,8359.55,6,5593
1778,8355.35,8,5601
1361,8353.75,8,5609
1166,8329.65,5,5614
2250,8324.95,8,5622
2736,8319.2,5,5627
1728,8314.449999999999,10,5637
939,8309.900000000001,8,5645
885,8283.2,10,5655
2070,8263.93,8,5663
249,8245.5,5,5668
2214,8237.5,6,5674
23,8232.2,9,5683
328,8226.4,10,5693
2297,8224.800000000001,5,5698
2268,8215.750000000002,10,5708
701,8201.55,7,5715
630,8165.45,2,5717
2292,8155.0199999999995,6,5723
36,8134.0,9,5732
819,8129.15,1,5733
544,8120.650000000001,3,5736
2601,8068.249999999999,8,5744
2661,8053.03,8,5752
2093,8052.8,4,5756
1228,8051.25,9,5765
909,8039.75,5,5770
2257,8037.75,10,5780
367,8035.7,5,5785
2164,8027.9,10,5795
2135,8012.55,4,5799
1994,8012.199999999999,10,5809
510,8009.05,9,5818
1918,8007.38,10,5828
708,7998.339999999999,10,5838
411,7992.6,4,5842
1592,7987.85,9,5851
174,7981.05,8,5859
1882,7963.85,4,5863
796,7962.65,6,5869
1509,7958.85,10,5879
1914,7958.05,7,5886
2691,7947.4,6,5892
1804,7905.0,9,5901
2541,7902.1,3,5904
1055,7897.65,8,5912
1006,7883.700000000001,4,5916
2294,7868.9,8,5924
1619,7864.54,5,5929
2301,7860.499999999999,2,5931
17,7849.55,7,5938
675,7846.9,3,5941
2609,7836.9,1,5942
2722,7829.0,9,5951
1386,7794.5,10,5961
2530,7790.7,4,5965
467,7783.150000000001,8,5973
2235,7775.549999999999,2,5975
2489,7767.599999999999,5,5980
1108,7756.15,8,5988
2374,7753.800000000001,10,5998
2072,7738.400000000001,3,6001
1820,7733.8499999999985,8,6009
2531,7728.64,10,6019
339,7727.0,4,6023
652,7726.800000000001,6,6029
1227,7721.2,7,6036
629,7712.65,10,6046
774,7711.0,5,6051
955,7709.25,2,6053
976,7702.25,10,6063
1886,7690.95,7,6070
1966,7690.150000000001,6,6076
1200,7683.519999999999,6,6082
1444,7675.86,10,6092
570,7675.07,8,6100
1193,7667.2,2,6102
1575,7659.54,10,6112
2382,7651.15,4,6116
1708,7642.0,8,6124
580,7641.45,5,6129
762,7636.2,7,6136
710,7611.639999999999,9,6145
1967,7603.15,5,6150
260,7590.649999999999,9,6159
2102,7582.95,9,6168
830,7579.349999999999,2,6170
1617,7577.4,3,6173
410,7558.349999999999,9,6182
950,7550.150000000001,4,6186
951,7546.799999999999,8,6194
1903,7544.25,8,6202
638,7539.849999999999,6,6208
1233,7534.799999999999,6,6214
1499,7527.449999999999,7,6221
542,7524.399999999999,8,6229
1380,7507.469999999999,7,6236
2458,7481.25,2,6238
1552,7480.280000000001,7,6245
1508,7478.0,3,6248
575,7456.449999999999,6,6254
2014,7455.1,8,6262
2503,7452.150000000001,4,6266
1360,7448.65,4,6270
133,7443.0,4,6274
813,7442.249999999999,10,6284
1737,7421.32,7,6291
2131,7419.799999999999,7,6298
1118,7416.3,9,6307
2745,7413.300000000001,9,6316
1410,7410.900000000001,9,6325
2096,7409.349999999999,10,6335
1636,7391.349999999999,7,6342
805,7387.7,4,6346
689,7386.650000000001,2,6348
1302,7385.6,10,6358
289,7381.8,4,6362
347,7351.049999999999,9,6371
277,7349.7,5,6376
1612,7347.2,6,6382
965,7345.7,6,6388
2066,7342.5,5,6393
1192,7331.499999999999,8,6401
1586,7321.65,9,6410
1823,7318.45,10,6420
1798,7313.900000000001,2,6422
757,7310.7,7,6429
1633,7300.3,7,6436
1531,7291.35,10,6446
996,7280.6,6,6452
139,7276.300000000001,10,6462
1948,7273.6,10,6472
1695,7269.0,4,6476
19,7268.700000000001,9,6485
2046,7262.2,5,6490
1656,7254.65,7,6497
1791,7252.2,6,6503
2236,7249.650000000001,4,6507
146,7228.349999999999,9,6516
497,7222.650000000001,6,6522
2659,7218.5,8,6530
2211,7215.7,3,6533
2524,7192.8,3,6536
1242,7179.3,9,6545
2147,7176.25,8,6553
2033,7153.3,7,6560
2674,7146.9,4,6564
240,7141.55,7,6571
1808,7131.15,10,6581
1094,7121.35,5,6586
1319,7093.85,4,6590
953,7088.7,8,6598
2222,7076.07,5,6603
235,7074.099999999999,9,6612
1064,7066.900000000001,6,6618
1761,7063.9,3,6621
1279,7042.6,6,6627
959,7036.7,8,6635
2169,7018.0,1,6636
1584,7009.05,9,6645
735,7008.3,3,6648
2154,7008.289999999999,8,6656
1541,6995.15,10,6666
2466,6956.300000000001,7,6673
401,6951.3,1,6674
793,6940.45,6,6680
2335,6940.3,2,6682
1815,6935.149999999999,8,6690
2705,6933.5,8,6698
1731,6927.450000000001,10,6708
190,6920.7,10,6718
2155,6915.299999999999,9,6727
619,6914.799999999999,7,6734
875,6905.5,8,6742
2038,6899.950000000001,7,6749
2318,6899.699999999999,4,6753
1774,6889.799999999999,10,6763
1833,6876.75,1,6764
1901,6875.75,10,6774
2471,6865.2,5,6779
1223,6850.6,3,6782
2389,6843.05,8,6790
1127,6839.450000000001,6,6796
2278,6828.5,7,6803
350,6820.75,4,6807
2425,6808.499999999999,10,6817
2741,6786.599999999999,9,6826
2646,6772.95,8,6834
1007,6752.1500000000015,6,6840
1282,6746.4,7,6847
1762,6744.2,8,6855
1261,6744.139999999999,10,6865
1582,6740.3,8,6873
2753,6730.349999999999,9,6882
1014,6727.5599999999995,5,6887
1853,6718.59,5,6892
845,6713.62,9,6901
2670,6711.700000000001,2,6903
1099,6711.55,8,6911
1270,6673.699999999999,6,6917
2400,6663.450000000001,8,6925
150,6662.7,4,6929
2456,6648.3,5,6934
1190,6644.5,6,6940
1478,6641.849999999999,10,6950
2216,6637.5,8,6958
2751,6636.349999999999,6,6964
1746,6624.599999999999,9,6973
1893,6614.05,3,6976
1053,6608.91,6,6982
1293,6600.249999999999,9,6991
1968,6597.75,3,6994
1000,6595.450000000001,5,6999
1381,6595.049999999999,10,7009
1238,6585.45,6,7015
2754,6584.249999999999,8,7023
2420,6580.8,10,7033
1935,6574.000000000001,10,7043
1119,6565.65,2,7045
654,6564.85,7,7052
2272,6562.4,9,7061
329,6560.0,10,7071
2029,6558.9,3,7074
810,6557.899999999999,9,7083
1235,6553.8,10,7093
243,6549.900000000001,6,7099
1847,6548.85,7,7106
703,6543.65,9,7115
2664,6533.799999999999,4,7119
111,6507.499999999999,5,7124
1390,6504.5,3,7127
2419,6502.45,9,7136
1561,6498.0,5,7141
874,6488.25,9,7150
1063,6482.079999999998,8,7158
1629,6476.4,10,7168
1832,6465.550000000001,3,7171
2387,6464.750000000001,10,7181
1870,6463.8,2,7183
1262,6459.099999999999,8,7191
451,6452.3,6,7197
1888,6447.05,8,7205
304,6441.749999999999,10,7215
2281,6434.5,9,7224
1406,6423.1,8,7232
