block_id,gain_per_block,n_products,product_cumsum
1188,6783.099999999997,10,2350
581,6767.499999999998,9,2359
261,6761.649999999999,8,2367
2396,6753.499999999998,10,2377
1686,6745.299999999998,10,2387
1338,6738.3499999999985,9,2396
1913,6734.099999999999,8,2404
1954,6725.799999999998,8,2412
384,6716.299999999999,7,2419
63,6664.650000000001,7,2426
2318,6664.5999999999985,4,2430
1729,6663.049999999998,7,2437
638,6660.3499999999985,6,2443
1318,6646.949999999998,10,2453
1412,6644.649999999999,5,2458
959,6641.3499999999985,8,2466
1471,6635.5999999999985,8,2474
953,6617.8499999999985,8,2482
2319,6570.45,10,2492
1732,6570.299999999998,7,2499
2137,6570.05,8,2507
1589,6561.849999999999,7,2514
1454,6534.549999999999,6,2520
105,6534.349999999999,7,2527
444,6528.949999999998,10,2537
6,6495.269999999999,8,2545
2171,6484.7,4,2549
173,6484.449999999999,10,2559
1678,6476.299999999998,8,2567
2276,6460.95,8,2575
1479,6450.649999999998,9,2584
2094,6435.549999999998,9,2593
792,6433.95,10,2603
2548,6400.2,5,2608
1561,6384.999999999999,5,2613
1728,6381.0999999999985,10,2623
246,6361.149999999999,8,2631
1683,6351.799999999998,10,2641
963,6349.649999999999,8,2649
2009,6343.499999999997,10,2659
1097,6329.649999999999,9,2668
1141,6319.599999999997,9,2677
2374,6317.349999999998,10,2687
2665,6315.999999999997,10,2697
2133,6309.599999999999,8,2705
763,6296.4,9,2714
2613,6275.299999999997,10,2724
1369,6264.099999999998,7,2731
756,6249.799999999999,8,2739
2115,6235.449999999998,10,2749
1918,6227.999999999999,10,2759
1666,6221.149999999999,10,2769
2082,6201.3499999999985,9,2778
952,6186.399999999998,6,2784
1653,6185.45,6,2790
68,6179.199999999998,10,2800
1356,6178.0999999999985,9,2809
2557,6174.65,3,2812
2639,6160.549999999998,6,2818
714,6157.299999999998,7,2825
1869,6149.149999999999,9,2834
1399,6143.049999999999,5,2839
1054,6136.729999999996,10,2849
1427,6130.0999999999985,10,2859
1280,6121.249999999999,10,2869
2660,6118.73,7,2876
520,6113.099999999997,8,2884
2068,6089.400000000001,3,2887
1260,6055.4,5,2892
2355,6045.8,3,2895
1738,6045.799999999999,7,2902
724,6019.299999999998,9,2911
2571,6016.949999999997,10,2921
1737,6011.629999999997,7,2928
1404,6009.11,8,2936
2335,5996.110000000001,2,2938
2601,5990.749999999998,8,2946
1237,5957.3499999999985,4,2950
2710,5956.7,10,2960
1631,5952.599999999997,7,2967
1893,5940.75,3,2970
2582,5934.950000000001,8,2978
968,5932.399999999999,9,2987
993,5921.5999999999985,5,2992
1187,5916.359999999998,9,3001
2194,5913.199999999999,6,3007
2387,5905.349999999999,10,3017
313,5902.619999999999,8,3025
32,5900.150000000001,7,3032
1935,5891.599999999997,10,3042
1888,5832.799999999998,8,3050
60,5822.899999999997,9,3059
145,5821.299999999998,10,3069
369,5819.309999999998,10,3079
299,5815.049999999997,10,3089
1489,5800.199999999997,7,3096
1513,5794.499999999999,10,3106
17,5791.8,7,3113
2364,5790.049999999998,7,3120
119,5766.859999999997,9,3129
1583,5762.749999999998,9,3138
1109,5760.119999999998,10,3148
617,5751.899999999999,5,3153
9,5750.3499999999985,6,3159
1000,5741.799999999998,5,3164
1917,5740.3499999999985,9,3173
1810,5740.149999999999,9,3182
2108,5732.9,4,3186
2578,5732.049999999999,5,3191
2268,5728.899999999999,10,3201
2702,5728.699999999999,8,3209
2621,5725.0,9,3218
1422,5718.449999999998,8,3226
2084,5695.8,4,3230
419,5692.449999999999,9,3239
806,5686.799999999997,6,3245
966,5676.649999999997,8,3253
1971,5675.949999999997,9,3262
2269,5664.349999999999,8,3270
867,5654.549999999999,7,3277
1408,5651.8,8,3285
2078,5650.799999999999,6,3291
1277,5644.749999999998,10,3301
1835,5637.579999999998,8,3309
2354,5631.65,7,3316
267,5617.879999999999,8,3324
226,5614.199999999998,7,3331
2306,5605.199999999999,3,3334
1524,5585.749999999998,8,3342
2377,5584.499999999999,7,3349
1270,5581.349999999999,6,3355
970,5577.549999999999,7,3362
507,5575.8499999999985,5,3367
1331,5567.499999999998,10,3377
1699,5565.249999999998,6,3383
66,5560.149999999999,8,3391
1302,5552.369999999998,10,3401
1635,5552.039999999999,8,3409
1390,5549.599999999999,3,3412
513,5540.749999999998,7,3419
1080,5540.399999999997,4,3423
1478,5534.699999999999,10,3433
417,5528.299999999998,7,3440
380,5520.849999999998,7,3447
294,5504.699999999999,7,3454
347,5504.299999999998,9,3463
1511,5503.799999999998,5,3468
2370,5503.650000000001,9,3477
813,5502.849999999997,10,3487
2159,5500.199999999998,5,3492
1756,5498.51,6,3498
1205,5495.949999999998,8,3506
2569,5486.739999999999,4,3510
677,5485.899999999999,7,3517
1148,5484.6,4,3521
194,5478.649999999994,10,3531
2062,5475.349999999999,10,3541
1125,5458.949999999998,3,3544
2187,5452.099999999998,10,3554
80,5444.399999999999,8,3562
2676,5442.249999999998,7,3569
938,5437.199999999998,7,3576
137,5423.199999999998,8,3584
941,5423.12,10,3594
1539,5420.449999999999,10,3604
1749,5415.149999999999,6,3610
151,5410.65,9,3619
1527,5408.05,9,3628
2208,5407.749999999999,5,3633
1275,5406.3499999999985,8,3641
1418,5404.549999999998,6,3647
1474,5402.749999999997,7,3654
1442,5395.999999999997,6,3660
1874,5395.399999999998,9,3669
995,5392.3499999999985,4,3673
191,5372.94,6,3679
1041,5361.299999999999,8,3687
1625,5358.049999999998,9,3696
572,5353.229999999998,10,3706
1079,5349.65,5,3711
1425,5333.749999999998,7,3718
2680,5326.099999999999,8,3726
2739,5324.599999999999,3,3729
670,5321.3,4,3733
1875,5308.549999999998,3,3736
2155,5285.149999999998,9,3745
1370,5284.549999999998,3,3748
1391,5282.399999999998,10,3758
252,5278.749999999999,7,3765
834,5277.299999999999,8,3773
310,5270.5999999999985,10,3783
652,5260.0,6,3789
841,5256.599999999998,10,3799
1652,5250.5999999999985,5,3804
457,5248.049999999998,9,3813
848,5243.699999999999,9,3822
2253,5241.400000000001,7,3829
231,5240.549999999999,3,3832
711,5233.299999999999,8,3840
2510,5233.049999999998,9,3849
1218,5226.299999999999,10,3859
1709,5225.2,9,3868
2632,5223.899999999997,9,3877
1361,5221.899999999999,8,3885
190,5221.349999999997,10,3895
2206,5215.949999999999,4,3899
1905,5209.399999999998,5,3904
1897,5208.469999999999,3,3907
2261,5201.199999999998,9,3916
1132,5198.499999999998,10,3926
1347,5197.749999999998,10,3936
1043,5191.7,8,3944
1389,5188.149999999996,7,3951
2331,5188.049999999998,7,3958
1854,5183.7,6,3964
1053,5181.439999999999,6,3970
2394,5181.149999999997,7,3977
1383,5178.5999999999985,8,3985
1292,5145.449999999999,8,3993
741,5138.0999999999985,2,3995
501,5137.449999999999,10,4005
984,5125.749999999998,10,4015
2015,5105.199999999999,5,4020
1730,5097.91,7,4027
390,5094.95,3,4030
1712,5093.049999999999,7,4037
1719,5090.799999999997,7,4044
2260,5087.999999999999,9,4053
1450,5083.5,5,4058
2746,5081.8499999999985,10,4068
627,5080.649999999999,9,4077
1011,5077.849999999998,8,4085
131,5073.499999999998,8,4093
242,5065.449999999999,8,4101
456,5064.7,6,4107
927,5049.749999999999,4,4111
2246,5048.3499999999985,7,4118
580,5039.999999999999,5,4123
978,5035.3,10,4133
2070,5032.240000000001,8,4141
519,5031.5999999999985,3,4144
1251,5025.699999999999,5,4149
1221,5007.649999999998,9,4158
2289,5006.949999999997,10,4168
935,4985.599999999999,3,4171
799,4975.849999999999,2,4173
2527,4971.329999999996,9,4182
2673,4962.7,3,4185
19,4960.699999999998,9,4194
1164,4956.399999999998,8,4202
2518,4948.749999999999,7,4209
1951,4936.650000000001,6,4215
1045,4934.199999999999,5,4220
761,4933.449999999999,9,4229
1784,4920.0999999999985,8,4237
2342,4914.7,7,4244
431,4906.0999999999985,7,4251
1797,4893.399999999998,7,4258
1487,4886.339999999998,9,4267
649,4881.15,10,4277
2598,4869.749999999999,4,4281
795,4867.649999999999,5,4286
1344,4862.949999999997,9,4295
2405,4859.3499999999985,10,4305
2439,4858.299999999998,8,4313
162,4840.249999999996,9,4322
1768,4840.049999999999,6,4328
2117,4839.65,10,4338
1958,4834.150000000001,4,4342
1385,4831.249999999998,3,4345
2623,4830.749999999999,10,4355
1177,4810.549999999997,8,4363
139,4807.749999999998,10,4373
1586,4804.799999999997,9,4382
2531,4803.029999999999,10,4392
1863,4799.7,10,4402
2452,4797.249999999999,8,4410
2341,4792.449999999999,10,4420
2667,4788.149999999999,6,4426
2523,4786.949999999998,10,4436
1714,4784.349999999999,10,4446
482,4781.749999999999,6,4452
1256,4777.549999999999,7,4459
535,4773.75,8,4467
1914,4763.049999999999,7,4474
1453,4756.649999999999,8,4482
1116,4752.549999999999,10,4492
2200,4741.099999999999,5,4497
2273,4728.349999999999,10,4507
1420,4728.2,5,4512
1695,4726.399999999999,4,4516
983,4719.769999999999,10,4526
658,4716.399999999999,10,4536
2189,4711.899999999998,5,4541
24,4708.199999999998,8,4549
290,4707.049999999998,10,4559
1953,4706.849999999999,6,4565
2544,4703.5,8,4573
2535,4700.6399999999985,8,4581
2038,4698.15,7,4588
1173,4695.149999999999,7,4595
1103,4694.399999999999,8,4603
248,4688.149999999999,10,4613
1840,4687.5,9,4622
2252,4674.449999999997,9,4631
1447,4673.5,1,4632
504,4666.15,8,4640
2575,4663.4,5,4645
2215,4656.949999999999,7,4652
1685,4654.149999999998,8,4660
2763,4649.449999999999,5,4665
1437,4648.599999999999,8,4673
2365,4642.619999999997,9,4682
619,4642.449999999999,7,4689
2183,4639.799999999998,9,4698
1268,4637.199999999998,9,4707
123,4634.849999999998,9,4716
2188,4633.5999999999985,9,4725
65,4630.3499999999985,5,4730
2611,4630.249999999999,10,4740
1222,4625.549999999999,9,4749
1104,4619.0999999999985,3,4752
243,4612.55,6,4758
371,4607.899999999998,8,4766
1981,4599.8499999999985,6,4772
2594,4598.599999999999,4,4776
2605,4590.299999999999,5,4781
311,4589.5999999999985,4,4785
1319,4584.549999999999,4,4789
885,4579.399999999998,10,4799
2059,4574.879999999999,10,4809
2058,4566.049999999997,8,4817
459,4559.15,8,4825
2176,4557.399999999996,10,4835
1215,4556.939999999999,8,4843
2771,4553.849999999999,7,4850
1932,4548.0,9,4859
511,4546.799999999998,7,4866
74,4544.799999999999,7,4873
43,4540.849999999999,9,4882
2695,4528.9,8,4890
1845,4527.3,3,4893
2481,4517.649999999999,5,4898
1227,4515.099999999999,7,4905
1614,4508.8899999999985,9,4914
1612,4506.399999999999,6,4920
1763,4492.899999999999,5,4925
631,4485.699999999998,7,4932
2193,4485.65,6,4938
2088,4482.62,9,4947
664,4482.299999999998,7,4954
2429,4481.949999999999,6,4960
730,4479.389999999999,9,4969
589,4478.299999999998,9,4978
951,4477.549999999999,8,4986
1980,4476.8,2,4988
2615,4476.399999999998,7,4995
897,4472.9,3,4998
198,4467.099999999997,10,5008
174,4466.799999999998,8,5016
253,4465.449999999999,8,5024
103,4464.209999999998,9,5033
2628,4455.799999999998,7,5040
2378,4453.3,8,5048
1449,4446.15,6,5054
2391,4438.399999999999,4,5058
404,4434.45,6,5064
1808,4431.699999999999,10,5074
2697,4427.049999999999,6,5080
2019,4419.45,9,5089
1793,4415.45,6,5095
2748,4413.449999999999,7,5102
2281,4400.799999999998,9,5111
1440,4387.8499999999985,10,5121
2028,4384.399999999998,9,5130
858,4376.949999999998,6,5136
939,4376.5999999999985,8,5144
2066,4373.85,5,5149
562,4373.1,6,5155
508,4371.619999999999,6,5161
1836,4370.949999999999,5,5166
1377,4366.749999999999,9,5175
1192,4365.65,8,5183
2462,4362.45,4,5187
2417,4356.149999999999,8,5195
1062,4354.699999999999,7,5202
2184,4351.199999999999,8,5210
1007,4346.55,6,5216
1883,4331.5999999999985,10,5226
2506,4302.349999999999,10,5236
144,4296.150000000001,2,5238
831,4294.3499999999985,4,5242
1381,4288.5999999999985,10,5252
362,4281.249999999998,8,5260
2420,4277.75,10,5270
1514,4272.749999999997,9,5279
1100,4267.9,6,5285
2300,4264.65,10,5295
118,4254.2,3,5298
328,4251.999999999999,10,5308
1606,4251.329999999998,10,5318
1434,4250.099999999999,7,5325
1724,4246.049999999999,9,5334
2231,4242.899999999999,7,5341
1266,4241.449999999998,8,5349
2334,4235.0999999999985,9,5358
0,4233.7,7,5365
1578,4231.649999999999,5,5370
594,4216.71,8,5378
2389,4215.699999999998,8,5386
2736,4214.049999999999,5,5391
2659,4211.949999999999,8,5399
2320,4206.999999999999,5,5404
2236,4203.449999999999,4,5408
2224,4200.899999999998,7,5415
296,4200.479999999999,6,5421
1293,4195.249999999999,9,5430
1848,4193.65,10,5440
54,4190.949999999999,8,5448
886,4187.499999999999,7,5455
1579,4182.5999999999985,6,5461
1967,4181.8499999999985,5,5466
919,4179.229999999999,10,5476
2130,4171.3,3,5479
794,4164.9,5,5484
1353,4158.099999999999,6,5490
708,4145.659999999999,10,5500
1783,4143.049999999999,9,5509
238,4141.649999999999,6,5515
1965,4133.799999999998,9,5524
913,4114.549999999999,4,5528
2558,4112.949999999999,7,5535
2061,4110.05,6,5541
83,4103.749999999999,7,5548
1546,4097.7,6,5554
1179,4090.349999999999,4,5558
1262,4077.0999999999995,8,5566
2597,4076.4499999999994,9,5575
1223,4064.8499999999995,3,5578
872,4056.849999999999,9,5587
260,4052.7999999999993,9,5596
1051,4051.3999999999983,10,5606
366,4041.149999999999,10,5616
1600,4040.5899999999974,10,5626
1137,4039.3999999999987,9,5635
1059,4035.6999999999994,8,5643
533,4034.649999999999,6,5649
657,4024.2999999999993,6,5655
2340,4023.35,10,5665
582,4020.9999999999995,4,5669
810,4020.7999999999997,9,5678
1688,4016.65,5,5683
44,4013.679999999999,5,5688
309,4008.9499999999985,6,5694
473,4006.649999999999,4,5698
2482,4005.849999999999,10,5708
368,4002.7999999999997,10,5718
640,4001.5999999999995,9,5727
1815,3998.899999999999,8,5735
1005,3997.9199999999987,4,5739
802,3997.3999999999987,4,5743
956,3992.9499999999994,9,5752
2263,3984.349999999998,5,5757
426,3978.299999999999,4,5761
2295,3977.249999999998,10,5771
169,3971.649999999999,9,5780
348,3968.089999999999,7,5787
849,3960.249999999999,10,5797
2464,3959.399999999999,8,5805
736,3947.5499999999984,9,5814
111,3943.7499999999986,5,5819
1078,3942.4799999999996,5,5824
1746,3939.9999999999986,9,5833
2614,3934.1,10,5843
2543,3929.549999999999,9,5852
38,3925.6499999999996,5,5857
669,3920.429999999999,6,5863
23,3919.049999999999,9,5872
1494,3916.959999999998,10,5882
1568,3915.5,10,5892
379,3915.0999999999995,7,5899
777,3913.399999999999,6,5905
1468,3910.599999999999,9,5914
263,3908.249999999998,7,5921
1235,3907.249999999998,10,5931
339,3903.1999999999985,4,5935
2134,3899.8500000000004,9,5944
2756,3899.5499999999997,6,5950
2456,3895.4999999999995,5,5955
2167,3895.2499999999995,4,5959
1744,3895.1599999999994,6,5965
77,3894.7999999999997,5,5970
584,3886.3499999999985,6,5976
1055,3886.1399999999994,8,5984
2120,3885.3499999999995,9,5993
259,3880.7499999999995,8,6001
853,3879.249999999999,5,6006
875,3873.1999999999985,8,6014
497,3868.099999999999,6,6020
1258,3863.899999999999,6,6026
1576,3863.6999999999994,7,6033
2359,3863.5499999999997,1,6034
1892,3863.019999999999,6,6040
1186,3860.3999999999987,10,6050
1477,3857.649999999999,10,6060
1303,3856.3999999999987,9,6069
1966,3852.85,6,6075
2500,3850.9999999999986,5,6080
2164,3848.2999999999975,10,6090
27,3845.3499999999995,8,6098
1351,3844.9999999999995,10,6108
1105,3836.1499999999987,5,6113
56,3825.0499999999993,6,6119
590,3821.249999999998,3,6122
878,3820.809999999999,7,6129
1856,3815.499999999999,8,6137
1108,3814.3499999999985,8,6145
1994,3801.299999999998,10,6155
929,3798.2499999999995,10,6165
327,3794.8299999999995,6,6171
2222,3788.789999999999,5,6176
1992,3788.5,5,6181
293,3782.5499999999993,6,6187
975,3772.2499999999995,7,6194
1894,3768.6,5,6199
1460,3765.299999999999,8,6207
2014,3764.299999999999,8,6215
451,3763.0499999999993,6,6221
1189,3759.749999999999,4,6225
943,3750.5999999999995,3,6228
2683,3741.549999999999,7,6235
784,3737.4499999999994,6,6241
2606,3723.15,4,6245
2693,3717.449999999999,10,6255
1759,3717.2499999999995,10,6265
1429,3716.07,6,6271
570,3711.469999999999,8,6279
30,3691.1499999999996,5,6284
42,3684.8499999999985,6,6290
656,3672.699999999998,10,6300
697,3672.399999999999,8,6308
268,3668.1699999999987,9,6317
1314,3643.149999999999,7,6324
2154,3639.4099999999994,8,6332
1648,3612.7,3,6335
2180,3607.0499999999993,4,6339
2026,3602.499999999999,7,6346
1698,3601.15,9,6355
971,3600.9499999999994,4,6359
29,3600.5999999999995,3,6362
1002,3596.9499999999985,7,6369
2708,3593.649999999999,9,6378
2305,3592.4999999999986,5,6383
2764,3590.099999999999,4,6387
2774,3589.4199999999983,10,6397
890,3586.399999999999,7,6404
2376,3585.61,4,6408
2629,3585.6000000000004,4,6412
2339,3580.849999999999,10,6422
1099,3579.2499999999995,8,6430
2522,3577.4500000000007,9,6439
1813,3575.849999999998,8,6447
1853,3574.1999999999994,5,6452
2216,3569.4499999999994,8,6460
81,3568.7499999999995,10,6470
2302,3566.6499999999987,7,6477
78,3566.15,3,6480
2661,3566.029999999999,8,6488
2636,3564.4499999999994,9,6497
514,3556.7999999999997,4,6501
322,3555.1999999999994,7,6508
2056,3554.2999999999993,3,6511
637,3554.2999999999984,9,6520
2278,3549.7999999999997,7,6527
2245,3539.9999999999995,6,6533
1804,3539.5499999999984,9,6542
1413,3538.7499999999995,10,6552
1157,3535.949999999999,7,6559
809,3523.999999999998,8,6567
2495,3522.6,8,6575
407,3521.049999999998,10,6585
2762,3515.699999999999,6,6591
2519,3509.5499999999984,5,6596
350,3502.6499999999996,4,6600
860,3501.1499999999996,3,6603
1149,3500.749999999999,9,6612
609,3495.8999999999983,6,6618
612,3492.5999999999985,8,6626
1753,3491.7499999999995,5,6631
1261,3482.9699999999993,10,6641
702,3477.599999999999,5,6646
1017,3477.579999999998,6,6652
1717,3475.149999999999,10,6662
484,3473.949999999999,7,6669
2128,3472.4499999999994,6,6675
1742,3467.5499999999993,7,6682
629,3466.5999999999995,10,6692
26,3465.4499999999994,4,6696
403,3465.199999999998,5,6701
1128,3459.8999999999987,7,6708
1641,3451.2000000000003,2,6710
1629,3448.6499999999987,10,6720
1330,3447.0499999999993,10,6730
374,3444.4999999999986,5,6735
991,3443.599999999999,7,6742
1718,3443.5499999999984,4,6746
265,3443.0999999999995,3,6749
2097,3440.299999999999,7,6756
239,3438.8499999999995,5,6761
2346,3437.15,5,6766
36,3430.2999999999993,9,6775
2474,3422.6000000000004,10,6785
2539,3420.2499999999995,9,6794
532,3415.95,8,6802
2749,3414.4999999999995,6,6808
1508,3400.0499999999993,3,6811
1217,3398.0499999999997,4,6815
2039,3396.149999999999,9,6824
2157,3395.7500000000005,2,6826
2153,3395.55,9,6835
1558,3392.9499999999994,8,6843
576,3391.499999999999,2,6845
2045,3391.449999999998,6,6851
